id,slug,url,publishedAt,contentType,status,productLinked,controlledHero,citationCount,sourceSummaryCount,action,defects
"news-electromagnetic-separator-new-director-joins-core-lithium-ahead-of-finniss-production","electromagnetic-separator-new-director-joins-core-lithium-ahead-of-finniss-production","https://www.cowinmagnet.com/en/news/electromagnetic-separator-new-director-joins-core-lithium-ahead-of-finniss-production","2026-07-27","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-magnetic-separation-an-alarming-improvement-with-eriez-quarrymagazine-com","magnetic-separation-an-alarming-improvement-with-eriez-quarrymagazine-com","https://www.cowinmagnet.com/en/news/magnetic-separation-an-alarming-improvement-with-eriez-quarrymagazine-com","2026-07-27","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-electromagnetic-separator-permitting-reform-key-to-challenging-china-and-8217-s-critical-m","electromagnetic-separator-permitting-reform-key-to-challenging-china-and-8217-s-critical-m","https://www.cowinmagnet.com/en/news/electromagnetic-separator-permitting-reform-key-to-challenging-china-and-8217-s-critical-m","2026-07-27","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-magnetic-separation-hygienic-and-sanitary-weighing-solutions-for-food-safety","magnetic-separation-hygienic-and-sanitary-weighing-solutions-for-food-safety","https://www.cowinmagnet.com/en/news/magnetic-separation-hygienic-and-sanitary-weighing-solutions-for-food-safety","2026-07-26","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-magnetic-separation-magnetic-iron-separator-market-growth-outlook-to-2035-automation-and-r","magnetic-separation-magnetic-iron-separator-market-growth-outlook-to-2035-automation-and-r","https://www.cowinmagnet.com/en/news/magnetic-separation-magnetic-iron-separator-market-growth-outlook-to-2035-automation-and-r","2026-07-25","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-electromagnetic-separator-chicken-noodle-soup-recalled-because-of-lack-of-import-reinspect","electromagnetic-separator-chicken-noodle-soup-recalled-because-of-lack-of-import-reinspect","https://www.cowinmagnet.com/en/news/electromagnetic-separator-chicken-noodle-soup-recalled-because-of-lack-of-import-reinspect","2026-07-25","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-magnetic-separation-hastings-technology-metals-advances-thailand-rare-earth-processing-pla","magnetic-separation-hastings-technology-metals-advances-thailand-rare-earth-processing-pla","https://www.cowinmagnet.com/en/news/magnetic-separation-hastings-technology-metals-advances-thailand-rare-earth-processing-pla","2026-07-24","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-magnetic-separation-canada-nickel-adds-ninth-resource-in-timmins-nickel-district","magnetic-separation-canada-nickel-adds-ninth-resource-in-timmins-nickel-district","https://www.cowinmagnet.com/en/news/magnetic-separation-canada-nickel-adds-ninth-resource-in-timmins-nickel-district","2026-07-24","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-magnetic-bars-components-reducing-food-waste-before-it-reaches-the-drain-a-process-enginee","magnetic-bars-components-reducing-food-waste-before-it-reaches-the-drain-a-process-enginee","https://www.cowinmagnet.com/en/news/magnetic-bars-components-reducing-food-waste-before-it-reaches-the-drain-a-process-enginee","2026-07-24","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-magnetic-separation-nsw-coal-cuts-emissions-faster-than-any-other-sector","magnetic-separation-nsw-coal-cuts-emissions-faster-than-any-other-sector","https://www.cowinmagnet.com/en/news/magnetic-separation-nsw-coal-cuts-emissions-faster-than-any-other-sector","2026-07-24","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-magnetic-separation-france-mining-conveyor-system-market-analysis-forecast-size-trends-and","magnetic-separation-france-mining-conveyor-system-market-analysis-forecast-size-trends-and","https://www.cowinmagnet.com/en/news/magnetic-separation-france-mining-conveyor-system-market-analysis-forecast-size-trends-and","2026-07-13","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-electromagnetic-separator-uk-invests-50m-to-build-critical-minerals-supply-chain-mining-di","electromagnetic-separator-uk-invests-50m-to-build-critical-minerals-supply-chain-mining-di","https://www.cowinmagnet.com/en/news/electromagnetic-separator-uk-invests-50m-to-build-critical-minerals-supply-chain-mining-di","2026-07-12","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-magnetic-separation-nigeria-opens-west-africa-s-largest-lithium-processing-plant-to-streng","magnetic-separation-nigeria-opens-west-africa-s-largest-lithium-processing-plant-to-streng","https://www.cowinmagnet.com/en/news/magnetic-separation-nigeria-opens-west-africa-s-largest-lithium-processing-plant-to-streng","2026-07-12","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-magnetic-separation-cyclic-materials-to-build-82m-rare-earth-recycling-plant-in-south-caro","magnetic-separation-cyclic-materials-to-build-82m-rare-earth-recycling-plant-in-south-caro","https://www.cowinmagnet.com/en/news/magnetic-separation-cyclic-materials-to-build-82m-rare-earth-recycling-plant-in-south-caro","2026-07-12","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-magnetic-bars-components-latest-news-in-the-food-and-beverage-industry","magnetic-bars-components-latest-news-in-the-food-and-beverage-industry","https://www.cowinmagnet.com/en/news/magnetic-bars-components-latest-news-in-the-food-and-beverage-industry","2026-07-12","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-magnetic-separation-managing-hydrogen-sulfide-challenges-in-u-s-landfills","magnetic-separation-managing-hydrogen-sulfide-challenges-in-u-s-landfills","https://www.cowinmagnet.com/en/news/magnetic-separation-managing-hydrogen-sulfide-challenges-in-u-s-landfills","2026-07-11","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-electromagnetic-separator-contamination-with-hepatitis-a-and-salmonella-among-fda-s-import","electromagnetic-separator-contamination-with-hepatitis-a-and-salmonella-among-fda-s-import","https://www.cowinmagnet.com/en/news/electromagnetic-separator-contamination-with-hepatitis-a-and-salmonella-among-fda-s-import","2026-07-11","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-magnetic-separation-robotics-enhances-scrap-metal-sorting-with-high-precision-recycling-pr","magnetic-separation-robotics-enhances-scrap-metal-sorting-with-high-precision-recycling-pr","https://www.cowinmagnet.com/en/news/magnetic-separation-robotics-enhances-scrap-metal-sorting-with-high-precision-recycling-pr","2026-07-11","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-electromagnetic-separator-larvotto-locks-in-blockade-copper-mine-after-drilling-confirms-g","electromagnetic-separator-larvotto-locks-in-blockade-copper-mine-after-drilling-confirms-g","https://www.cowinmagnet.com/en/news/electromagnetic-separator-larvotto-locks-in-blockade-copper-mine-after-drilling-confirms-g","2026-07-11","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-magnetic-separation-new-industrial-sorting-systems-based-on-laser-spectroscopy-libs-magnet","magnetic-separation-new-industrial-sorting-systems-based-on-laser-spectroscopy-libs-magnet","https://www.cowinmagnet.com/en/news/magnetic-separation-new-industrial-sorting-systems-based-on-laser-spectroscopy-libs-magnet","2026-07-10","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-magnetic-separation-mining-conveyor-system-market-forecast-points-higher-toward-2035-drive","magnetic-separation-mining-conveyor-system-market-forecast-points-higher-toward-2035-drive","https://www.cowinmagnet.com/en/news/magnetic-separation-mining-conveyor-system-market-forecast-points-higher-toward-2035-drive","2026-07-10","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-magnetic-separation-un-to-help-kazakhstan-recover-precious-metals-from-electronic-waste-ku","magnetic-separation-un-to-help-kazakhstan-recover-precious-metals-from-electronic-waste-ku","https://www.cowinmagnet.com/en/news/magnetic-separation-un-to-help-kazakhstan-recover-precious-metals-from-electronic-waste-ku","2026-07-10","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-magnetic-separation-extracting-critical-minerals-from-america-s-coal-waste-tailings-discov","magnetic-separation-extracting-critical-minerals-from-america-s-coal-waste-tailings-discov","https://www.cowinmagnet.com/en/news/magnetic-separation-extracting-critical-minerals-from-america-s-coal-waste-tailings-discov","2026-07-10","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-electromagnetic-separator-creating-mining-districts-could-unlock-billions-in-value-study","electromagnetic-separator-creating-mining-districts-could-unlock-billions-in-value-study","https://www.cowinmagnet.com/en/news/electromagnetic-separator-creating-mining-districts-could-unlock-billions-in-value-study","2026-07-09","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-magnetic-separation-casella-waste-systems-inc-announces-executive-leadership-appointments","magnetic-separation-casella-waste-systems-inc-announces-executive-leadership-appointments","https://www.cowinmagnet.com/en/news/magnetic-separation-casella-waste-systems-inc-announces-executive-leadership-appointments","2026-07-08","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-electromagnetic-separator-fenix-crushes-quarter-with-record-shipping-performance","electromagnetic-separator-fenix-crushes-quarter-with-record-shipping-performance","https://www.cowinmagnet.com/en/news/electromagnetic-separator-fenix-crushes-quarter-with-record-shipping-performance","2026-07-08","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-magnetic-bars-components-fsa-research-targets-campylobacter-reduction","magnetic-bars-components-fsa-research-targets-campylobacter-reduction","https://www.cowinmagnet.com/en/news/magnetic-bars-components-fsa-research-targets-campylobacter-reduction","2026-07-08","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-magnetic-separation-worker-falls-30-feet-at-cement-plant","magnetic-separation-worker-falls-30-feet-at-cement-plant","https://www.cowinmagnet.com/en/news/magnetic-separation-worker-falls-30-feet-at-cement-plant","2026-07-08","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-magnetic-separation-national-waste-and-recycling-foundation-s-skip-the-bin-turn-your-batte","magnetic-separation-national-waste-and-recycling-foundation-s-skip-the-bin-turn-your-batte","https://www.cowinmagnet.com/en/news/magnetic-separation-national-waste-and-recycling-foundation-s-skip-the-bin-turn-your-batte","2026-07-05","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-magnetic-separation-product-spotlight-recycling-today-2026-07-05","magnetic-separation-product-spotlight-recycling-today-2026-07-05","https://www.cowinmagnet.com/en/news/magnetic-separation-product-spotlight-recycling-today-2026-07-05","2026-07-05","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-magnetic-separation-product-spotlight-recycling-today","magnetic-separation-product-spotlight-recycling-today","https://www.cowinmagnet.com/en/news/magnetic-separation-product-spotlight-recycling-today","2026-07-05","technical-guide","published","true","false","0","0","needs-review","product-hero-missing;citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-magnetic-separation-us-department-of-energy-awards-75m-to-recover-critical-minerals-from-c","magnetic-separation-us-department-of-energy-awards-75m-to-recover-critical-minerals-from-c","https://www.cowinmagnet.com/en/news/magnetic-separation-us-department-of-energy-awards-75m-to-recover-critical-minerals-from-c","2026-07-05","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-magnetic-bars-components-reformulation-impacts-from-the-shift-to-natural-food-dyes","magnetic-bars-components-reformulation-impacts-from-the-shift-to-natural-food-dyes","https://www.cowinmagnet.com/en/news/magnetic-bars-components-reformulation-impacts-from-the-shift-to-natural-food-dyes","2026-07-05","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-magnetic-bars-components-beef-jerky-recalled-because-of-undeclared-wheat","magnetic-bars-components-beef-jerky-recalled-because-of-undeclared-wheat","https://www.cowinmagnet.com/en/news/magnetic-bars-components-beef-jerky-recalled-because-of-undeclared-wheat","2026-07-04","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-electromagnetic-separator-silver-mines-moves-bowdens-closer-to-development-2026-07-04","electromagnetic-separator-silver-mines-moves-bowdens-closer-to-development-2026-07-04","https://www.cowinmagnet.com/en/news/electromagnetic-separator-silver-mines-moves-bowdens-closer-to-development-2026-07-04","2026-07-04","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-electromagnetic-separator-silver-mines-moves-bowdens-closer-to-development","electromagnetic-separator-silver-mines-moves-bowdens-closer-to-development","https://www.cowinmagnet.com/en/news/electromagnetic-separator-silver-mines-moves-bowdens-closer-to-development","2026-07-04","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-electromagnetic-separator-us-deep-sea-mineral-processing-plant-planned-by-glomar-australia","electromagnetic-separator-us-deep-sea-mineral-processing-plant-planned-by-glomar-australia","https://www.cowinmagnet.com/en/news/electromagnetic-separator-us-deep-sea-mineral-processing-plant-planned-by-glomar-australia","2026-07-03","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-electromagnetic-separator-us-based-atlantic-strategic-minerals-confirms-demo-rare-earths-p","electromagnetic-separator-us-based-atlantic-strategic-minerals-confirms-demo-rare-earths-p","https://www.cowinmagnet.com/en/news/electromagnetic-separator-us-based-atlantic-strategic-minerals-confirms-demo-rare-earths-p","2026-07-03","technical-guide","published","true","false","0","0","needs-review","product-hero-missing;citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-magnetic-separation-improving-bulk-material-handling-through-automation","magnetic-separation-improving-bulk-material-handling-through-automation","https://www.cowinmagnet.com/en/news/magnetic-separation-improving-bulk-material-handling-through-automation","2026-07-02","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-magnetic-separation-colorado-compels-automakers-to-own-ev-battery-recycling-and-reclaim-cr","magnetic-separation-colorado-compels-automakers-to-own-ev-battery-recycling-and-reclaim-cr","https://www.cowinmagnet.com/en/news/magnetic-separation-colorado-compels-automakers-to-own-ev-battery-recycling-and-reclaim-cr","2026-07-02","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-electromagnetic-separator-koryx-copper-wins-analyst-support-after-namibia-assays","electromagnetic-separator-koryx-copper-wins-analyst-support-after-namibia-assays","https://www.cowinmagnet.com/en/news/electromagnetic-separator-koryx-copper-wins-analyst-support-after-namibia-assays","2026-07-02","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-magnetic-separation-weir-lands-major-slurry-pump-order-in-india","magnetic-separation-weir-lands-major-slurry-pump-order-in-india","https://www.cowinmagnet.com/en/news/magnetic-separation-weir-lands-major-slurry-pump-order-in-india","2026-07-01","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-magnetic-separation-prima-deshecha-landfill-earns-cal-vpp-star-certification","magnetic-separation-prima-deshecha-landfill-earns-cal-vpp-star-certification","https://www.cowinmagnet.com/en/news/magnetic-separation-prima-deshecha-landfill-earns-cal-vpp-star-certification","2026-07-01","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-electromagnetic-separator-how-arafura-and-8217-s-nolans-project-became-absolutely-critical","electromagnetic-separator-how-arafura-and-8217-s-nolans-project-became-absolutely-critical","https://www.cowinmagnet.com/en/news/electromagnetic-separator-how-arafura-and-8217-s-nolans-project-became-absolutely-critical","2026-07-01","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-electromagnetic-separator-cereulide-incident-and-deadly-listeria-outbreak-highlighted-in-a","electromagnetic-separator-cereulide-incident-and-deadly-listeria-outbreak-highlighted-in-a","https://www.cowinmagnet.com/en/news/electromagnetic-separator-cereulide-incident-and-deadly-listeria-outbreak-highlighted-in-a","2026-07-01","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-magnetic-separation-tomra-recycling-unveils-finder-color-next-generation-color-sorting-for","magnetic-separation-tomra-recycling-unveils-finder-color-next-generation-color-sorting-for","https://www.cowinmagnet.com/en/news/magnetic-separation-tomra-recycling-unveils-finder-color-next-generation-color-sorting-for","2026-06-30","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-electromagnetic-separator-greatland-targets-multi-decade-future-at-telfer-havieron","electromagnetic-separator-greatland-targets-multi-decade-future-at-telfer-havieron","https://www.cowinmagnet.com/en/news/electromagnetic-separator-greatland-targets-multi-decade-future-at-telfer-havieron","2026-06-30","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-magnetic-bars-components-plant-based-food-brand-recalls-2-products","magnetic-bars-components-plant-based-food-brand-recalls-2-products","https://www.cowinmagnet.com/en/news/magnetic-bars-components-plant-based-food-brand-recalls-2-products","2026-06-30","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-magnetic-separation-tactical-resources-eyes-nasdaq-debut-as-texas-rare-earths-project-adva","magnetic-separation-tactical-resources-eyes-nasdaq-debut-as-texas-rare-earths-project-adva","https://www.cowinmagnet.com/en/news/magnetic-separation-tactical-resources-eyes-nasdaq-debut-as-texas-rare-earths-project-adva","2026-06-29","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-electromagnetic-separator-us-army-opens-bases-to-critical-minerals-plants-miningmx","electromagnetic-separator-us-army-opens-bases-to-critical-minerals-plants-miningmx","https://www.cowinmagnet.com/en/news/electromagnetic-separator-us-army-opens-bases-to-critical-minerals-plants-miningmx","2026-06-29","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-electromagnetic-separator-thiess-adds-fourth-liebherr-r-9800-in-queensland","electromagnetic-separator-thiess-adds-fourth-liebherr-r-9800-in-queensland","https://www.cowinmagnet.com/en/news/electromagnetic-separator-thiess-adds-fourth-liebherr-r-9800-in-queensland","2026-06-29","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-magnetic-separation-focus-on-app-and-hardware-update-steinert-metal-and-waste-sorting-solu","magnetic-separation-focus-on-app-and-hardware-update-steinert-metal-and-waste-sorting-solu","https://www.cowinmagnet.com/en/news/magnetic-separation-focus-on-app-and-hardware-update-steinert-metal-and-waste-sorting-solu","2026-06-29","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-magnetic-separation-gfl-environmental-inc-announces-proposed-private-offering-of-senior-no","magnetic-separation-gfl-environmental-inc-announces-proposed-private-offering-of-senior-no","https://www.cowinmagnet.com/en/news/magnetic-separation-gfl-environmental-inc-announces-proposed-private-offering-of-senior-no","2026-06-28","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
"news-magnetic-separation-wmw-metal-recycling-waste-sorting-excellence-conservit-s-path-to-high","magnetic-separation-wmw-metal-recycling-waste-sorting-excellence-conservit-s-path-to-high","https://www.cowinmagnet.com/en/news/magnetic-separation-wmw-metal-recycling-waste-sorting-excellence-conservit-s-path-to-high","2026-06-28","technical-guide","published","true","true","0","0","needs-review","citation-missing;source-summary-missing-or-invalid;content-type-review-required"
